Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations
1806394,26-Sep-20,New Mexico,Albuquerque,Broadway Blvd SE and Avenida Cesar Chavez SE,1,0,0,0,0,N/A
1806886,26-Sep-20,New Mexico,Albuquerque,3003 Transport St SE,0,1,0,0,0,N/A
1805191,25-Sep-20,New Mexico,Belen,Harrison Rd,0,1,0,0,0,N/A
1805133,25-Sep-20,New Mexico,Albuquerque,7817 Central Ave NE,1,0,0,0,0,N/A
2141836,25-Sep-20,New Mexico,Albuquerque,Paseo del Norte Blvd and 2nd St NW,1,0,0,0,1,N/A
1805206,24-Sep-20,New Mexico,Albuquerque,1601 Coors Blvd SW,1,1,0,0,0,N/A
1818565,24-Sep-20,New Mexico,Espanola,N/A,0,0,0,0,0,N/A
2325374,23-Sep-20,New Mexico,Alamogordo,400 block of Post Ave,1,0,0,0,1,N/A
1812510,21-Sep-20,New Mexico,Ranchos De Taos,Miranda Canyon Rd,0,0,0,0,1,N/A
1915000,20-Sep-20,New Mexico,Albuquerque,N/A,0,0,0,0,1,N/A
1804568,19-Sep-20,New Mexico,Deming,700 block of W 1st St,1,2,0,1,1,N/A
1800205,19-Sep-20,New Mexico,Roswell,100 block of W Summit St,0,1,0,0,0,N/A
1800202,18-Sep-20,New Mexico,Roswell,1200 W McGaffey St,1,0,0,0,1,N/A
1800200,18-Sep-20,New Mexico,Roswell,W McGaffey St and Rancho Rd,0,1,0,0,1,N/A
1798917,17-Sep-20,New Mexico,Las Cruces,1700 block of Bellamah Dr,0,0,0,0,0,N/A
1798906,16-Sep-20,New Mexico,Socorro,Maxine Rd,0,0,0,0,0,N/A
1798015,14-Sep-20,New Mexico,Las Cruces,2120 Summit Ct,0,0,0,0,2,N/A
1792881,12-Sep-20,New Mexico,Laguna,I-40,0,1,0,0,1,N/A
2014231,12-Sep-20,New Mexico,Meadow Lake,N/A,1,0,0,0,0,N/A
1794904,12-Sep-20,New Mexico,Albuquerque,820 Louisiana Blvd SE,0,0,0,0,1,N/A
1792129,11-Sep-20,New Mexico,Clovis,1100 block of Hickory St,0,1,0,0,2,N/A
1799157,11-Sep-20,New Mexico,Portales,500 block of New York Dr,1,0,0,0,2,N/A
1800402,10-Sep-20,New Mexico,Albuquerque,Carlisle Blvd NE and I-40,0,0,0,0,2,N/A
1797213,8-Sep-20,New Mexico,Las Vegas (Romeroville),I-25,0,0,0,0,1,N/A
1818543,8-Sep-20,New Mexico,Roswell,500 block of S Hemlock Ave,0,0,0,0,0,N/A
1790220,7-Sep-20,New Mexico,Roswell,1600 block of W College Blvd,0,2,0,0,0,N/A
1787768,7-Sep-20,New Mexico,Albuquerque,Herrera Rd NW,2,0,0,0,0,N/A
1790054,7-Sep-20,New Mexico,Albuquerque,Herrera Rd NW,0,0,0,0,0,N/A
1818534,7-Sep-20,New Mexico,Roswell,1000 block of E Bland St,0,0,0,0,0,N/A
1785254,4-Sep-20,New Mexico,Roswell,300 block of E 6th St,0,1,0,0,0,N/A
1787465,4-Sep-20,New Mexico,Tucumcari,1011 S Jackson St,1,0,0,0,1,N/A
1790253,4-Sep-20,New Mexico,Las Vegas,400 block of Grand Ave,1,0,0,0,1,N/A
1790010,3-Sep-20,New Mexico,Hobbs,200 block of W Marland Blvd,0,1,0,0,1,N/A
1790233,3-Sep-20,New Mexico,Tucumcari,1700 block of S 4th St,0,1,0,0,0,N/A
1827675,3-Sep-20,New Mexico,Albuquerque,N/A,0,0,0,0,1,N/A
1783174,1-Sep-20,New Mexico,Roswell,500 block of S Kansas Ave,2,0,0,0,1,N/A
1783139,1-Sep-20,New Mexico,Albuquerque,200 block of Charleston NE,1,0,0,0,0,N/A
1780831,31-Aug-20,New Mexico,Aztec,Rd 3100 and Rd 3177,0,0,1,0,0,N/A
1790168,30-Aug-20,New Mexico,Farmington,Browning Pkwy and US-64,0,0,0,0,1,N/A
1783103,29-Aug-20,New Mexico,Raton,400 S 2nd St,0,1,0,0,1,N/A
1778557,28-Aug-20,New Mexico,Albuquerque,2120 Broadway Blvd SE,1,0,0,0,0,N/A
1816704,28-Aug-20,New Mexico,Las Cruces (Tortugas),N/A,0,0,0,0,1,N/A
1800408,28-Aug-20,New Mexico,Las Cruces,NM-28,0,0,0,0,1,N/A
1789272,26-Aug-20,New Mexico,Kirtland,Rd 6474,0,0,0,0,1,N/A
1783266,26-Aug-20,New Mexico,Petaca,N/A,0,0,0,0,0,N/A
1818622,25-Aug-20,New Mexico,Silver City,1874 US-180,0,0,0,0,0,N/A
1775890,24-Aug-20,New Mexico,Las Cruces,Fox Run Rd,0,0,0,0,1,N/A
1774645,24-Aug-20,New Mexico,Albuquerque,Louisiana Blvd NE and Alameda Blvd NE,0,0,1,0,0,N/A
1777843,24-Aug-20,New Mexico,Farmington,531 E Broadway Ave,0,1,0,0,1,N/A
1792907,23-Aug-20,New Mexico,Las Vegas,300 block of Santa Fe St,0,1,0,0,0,N/A
1773218,23-Aug-20,New Mexico,Las Cruces,1900 N Solano Dr,1,0,0,0,1,N/A
1783951,23-Aug-20,New Mexico,Bayard,Empire St,0,1,0,0,1,N/A
1770877,21-Aug-20,New Mexico,Albuquerque,1300 block of Pennsylvania St NE,0,0,0,0,0,N/A
1770866,21-Aug-20,New Mexico,Albuquerque,Buena Ventura Rd NE and Shirley St NE,1,0,0,0,0,N/A
1770961,20-Aug-20,New Mexico,Farmington,Airport Dr and W Main St,1,0,0,0,1,N/A
1780807,20-Aug-20,New Mexico,Las Cruces,N/A,0,0,0,0,2,N/A
1772504,20-Aug-20,New Mexico,Alamogordo,600 block of Mercury Ave,1,1,0,0,1,N/A
1769358,19-Aug-20,New Mexico,Albuquerque,200 block of 57th St NW,1,1,0,0,1,N/A
1769784,19-Aug-20,New Mexico,Artesia,Illinois Camp Rd and Co Rd 206,0,1,1,0,0,N/A
1768715,18-Aug-20,New Mexico,Albuquerque,5200 block of Hanover Rd NW,1,0,0,0,1,N/A
1769377,17-Aug-20,New Mexico,Taos,Montoya Rd,0,0,1,0,0,N/A
1769698,17-Aug-20,New Mexico,Roswell,111 E Deming St,0,0,0,0,0,N/A
1768794,15-Aug-20,New Mexico,Cerrillos (Madrid),NM-14,0,1,0,0,1,N/A
1771848,15-Aug-20,New Mexico,Las Cruces,518 N Telshor Blvd,0,0,0,0,0,N/A
1764739,14-Aug-20,New Mexico,Albuquerque,7817 Central Ave NE,1,0,0,0,0,N/A
1856785,14-Aug-20,New Mexico,Eunice,NM-176 and Coyote Hill Rd,1,0,0,0,1,N/A
1764072,14-Aug-20,New Mexico,Albuquerque,N/A,1,0,0,0,0,N/A
1779964,13-Aug-20,New Mexico,Lovington,N 11th St and W Gore Ave,1,0,0,0,1,N/A
1790229,13-Aug-20,New Mexico,Clovis,500 block of Axtell St,0,1,0,0,1,N/A
1764796,12-Aug-20,New Mexico,Roswell,1700 block of W Alameda St,0,0,0,0,1,N/A
1762181,11-Aug-20,New Mexico,Albuquerque,2700 block of Garfield Ave SE,0,0,1,0,0,N/A
1761544,10-Aug-20,New Mexico,Albuquerque,4800 Sooner Trl NW,0,0,1,0,0,N/A
1759556,8-Aug-20,New Mexico,Artesia,604 N 26th St,0,1,0,0,0,N/A
1759269,8-Aug-20,New Mexico,Albuquerque,Chico Rd NE and Jane St NE,1,0,0,0,2,N/A
1773283,8-Aug-20,New Mexico,Mora (Ledoux),NM-94,1,0,0,0,0,N/A
1761407,8-Aug-20,New Mexico,Santa Fe,1801 Espinacitas St,0,1,0,0,0,N/A
1762754,7-Aug-20,New Mexico,Silver City,103 S Bullard St,0,0,0,0,0,N/A
1757576,6-Aug-20,New Mexico,Santa Fe,W Palace Ave and Lincoln Ave,0,1,0,0,1,N/A
1757298,6-Aug-20,New Mexico,Rio Rancho,1702 Southern Blvd SE,0,0,0,0,0,N/A
1769017,6-Aug-20,New Mexico,Las Cruces,E Farney Ln and W Park Dr,1,0,0,0,1,N/A
1757570,4-Aug-20,New Mexico,Roswell,Bland St and Grand St,0,0,0,0,1,N/A
1755874,4-Aug-20,New Mexico,Las Cruces,900 block of Branson Ave,1,0,0,0,0,N/A
1755205,4-Aug-20,New Mexico,Albuquerque,1100 block of Dakota St SE,0,0,0,0,0,N/A
1755195,4-Aug-20,New Mexico,Albuquerque,1012 Juan Tabo Blvd NE,0,1,0,0,0,N/A
1763399,4-Aug-20,New Mexico,Santa Fe,N/A,0,0,0,0,1,N/A
1778232,3-Aug-20,New Mexico,Clovis,NM-467,0,0,0,0,2,N/A
1755966,2-Aug-20,New Mexico,Alamogordo,2300 block of Camino Del Rey,0,0,0,0,0,N/A
1753784,1-Aug-20,New Mexico,Carlsbad,4100 block of S Thomason Rd,0,0,0,1,1,N/A
1753840,1-Aug-20,New Mexico,Santa Fe,Don Gaspar Ave and San Francisco St,0,0,0,0,1,N/A
1752219,1-Aug-20,New Mexico,Albuquerque,10800 Cibola Loop NW,1,0,0,0,0,N/A
1752213,1-Aug-20,New Mexico,Santa Fe,33 Camino Chupadero,1,0,0,0,1,N/A
2803441,31-Jul-20,New Mexico,Tres Piedras,N/A,2,0,0,0,2,N/A
1755880,31-Jul-20,New Mexico,Mesilla Park,NM-478 and Yucca Rd,0,1,0,0,0,N/A
1751414,31-Jul-20,New Mexico,Albuquerque,3513 Los Picaros Rd SE,0,5,0,0,0,N/A
1751522,31-Jul-20,New Mexico,Albuquerque,1400 block of Gibson SE,0,1,0,0,1,N/A
1755932,31-Jul-20,New Mexico,Flora Vista,N/A,0,1,0,0,1,N/A
1755187,30-Jul-20,New Mexico,Deming,1419 S Whittier St,1,0,1,0,0,N/A
1750688,30-Jul-20,New Mexico,Albuquerque,3296 Coors Blvd NW,0,1,0,0,0,N/A
1783339,30-Jul-20,New Mexico,Las Cruces,2125 S Valley Dr,0,0,0,0,2,N/A
1749646,28-Jul-20,New Mexico,Santa Fe,400 block of Los Pinos Rd,0,0,0,0,1,N/A
1748413,28-Jul-20,New Mexico,Albuquerque,135 Candelaria Rd NW,0,0,0,0,1,N/A
1764754,28-Jul-20,New Mexico,Las Cruces,800 Thorpe Rd,0,0,0,0,1,N/A
1747590,25-Jul-20,New Mexico,Las Cruces,Bolack Dr and San Lorenzo Ave,0,0,0,0,1,N/A
1749617,25-Jul-20,New Mexico,Las Cruces,1200 block of E University Ave,0,0,0,0,1,N/A
1746207,25-Jul-20,New Mexico,Albuquerque,12901 Central Ave,0,0,1,0,2,N/A
1941729,25-Jul-20,New Mexico,Nenahnezad,N/A,1,0,0,0,0,N/A
1766680,25-Jul-20,New Mexico,Gamerco,Rosita St,0,0,0,0,1,N/A
1747542,25-Jul-20,New Mexico,Albuquerque,I-25,0,1,0,0,0,N/A
1792123,24-Jul-20,New Mexico,Farmington,905 Walnut Dr,0,0,0,0,1,N/A
1745250,23-Jul-20,New Mexico,Las Cruces,200 block of Hope Rd,0,0,0,0,1,N/A
1747608,22-Jul-20,New Mexico,Bloomfield,717 Ruth Ln,0,0,0,0,0,N/A
1742478,21-Jul-20,New Mexico,Albuquerque,12500 Central Ave SW,1,1,0,0,0,N/A
1746656,19-Jul-20,New Mexico,Roswell,3905 S Main St,0,0,0,0,1,N/A
1763071,18-Jul-20,New Mexico,Albuquerque,2957 Arenal Rd SW,0,0,0,0,1,N/A
1742482,18-Jul-20,New Mexico,Artesia,2100 block of N Oak St,0,1,0,0,0,N/A
1737059,15-Jul-20,New Mexico,Santa Fe,6600 Jaguar Dr,1,1,0,0,1,N/A
1737911,14-Jul-20,New Mexico,Lovington,Cody Ln and Dakota Rd,1,0,0,0,0,N/A
1734685,14-Jul-20,New Mexico,Deming,S Grande Ave,0,0,1,0,0,N/A
1735937,13-Jul-20,New Mexico,Taos,NM-518,0,0,0,0,3,N/A
1749637,12-Jul-20,New Mexico,Flora Vista,Rd 3461,0,0,0,0,1,N/A
1733284,12-Jul-20,New Mexico,Albuquerque,11120 Lomas Blvd NE,1,0,0,0,1,N/A
1733281,12-Jul-20,New Mexico,Albuquerque,700 82nd St SW,1,0,0,0,0,N/A
1736999,12-Jul-20,New Mexico,Albuquerque,40 Hotel Cir NE,1,0,0,0,1,N/A
1733299,12-Jul-20,New Mexico,Albuquerque,901 San Pedro Dr SE,1,0,0,0,1,N/A
1731000,10-Jul-20,New Mexico,Las Cruces,3629 Santa Sabina Ave,0,1,0,0,3,N/A
1753198,9-Jul-20,New Mexico,Bloomfield,Rd 4990,0,0,0,0,1,N/A
1737797,8-Jul-20,New Mexico,Roswell,N/A,1,0,0,0,1,N/A
1729314,8-Jul-20,New Mexico,Albuquerque,9930 Lomas Blvd NE,0,1,0,0,1,N/A
2354938,8-Jul-20,New Mexico,Rio Rancho,N/A,1,0,0,0,0,N/A
1729672,7-Jul-20,New Mexico,Clovis,E 10th St and Ash St,0,0,0,0,1,N/A
1728393,7-Jul-20,New Mexico,Roswell,2201 S Sunset Ave,1,0,0,0,2,N/A
1728370,6-Jul-20,New Mexico,Las Vegas,NM-518,1,2,0,0,2,N/A
1997545,6-Jul-20,New Mexico,Belen,607 Becker Ave,0,0,0,0,0,N/A
1723620,2-Jul-20,New Mexico,Santa Fe,I-25,0,0,0,0,0,N/A
1721548,30-Jun-20,New Mexico,Albuquerque,431 Virginia St NE,1,0,0,0,1,N/A
1721557,29-Jun-20,New Mexico,Las Cruces,790 Avenida de Mesilla,0,1,0,1,1,N/A
1719755,29-Jun-20,New Mexico,Albuquerque,10000 block of Tomatillo Ln SE,1,0,0,0,0,N/A
1720564,29-Jun-20,New Mexico,Rio Rancho,500 Quantum Rd NE,0,1,0,0,0,N/A
1718942,27-Jun-20,New Mexico,Albuquerque,Pennsylvania St SE and Zuni Rd SE,1,0,0,0,2,N/A
1798021,25-Jun-20,New Mexico,Roswell,1000 block of Plains Park Dr,0,0,0,0,1,N/A
1717353,25-Jun-20,New Mexico,Albuquerque,Iliff Rd NW and 68th St NW,0,0,0,0,1,N/A
1717367,25-Jun-20,New Mexico,Albuquerque,1200 Ortiz Dr SE,1,0,0,0,1,N/A
1719092,24-Jun-20,New Mexico,Albuquerque,Carlisle Blvd NE and Menaul Blvd NE,1,0,0,0,1,N/A
1717430,24-Jun-20,New Mexico,Santa Fe,Cibola Cir,0,1,0,0,1,N/A
1715647,24-Jun-20,New Mexico,Las Cruces,855 E University Ave,0,1,0,0,1,N/A
1715582,24-Jun-20,New Mexico,Albuquerque,Coors Blvd SW and Gun Club Blvd SW,1,0,0,0,1,N/A
1766747,24-Jun-20,New Mexico,Albuquerque,San Mateo Blvd SE and Gibson Blvd SE,1,0,0,1,1,N/A
1715575,24-Jun-20,New Mexico,Roswell,200 block of S Atkinson Ave,1,0,0,0,1,N/A
1715003,23-Jun-20,New Mexico,Albuquerque,Cromwell Ave SW and Barelas Rd SW,1,0,0,0,0,N/A
1732606,23-Jun-20,New Mexico,Farmington,Rd 5485,0,0,0,0,1,N/A
1715702,22-Jun-20,New Mexico,Santa Cruz,Carmelitos Dr,0,0,0,0,1,N/A
1728781,22-Jun-20,New Mexico,Fruitland,Rd 6675 and Rd 6670,0,0,0,0,0,N/A
1715594,22-Jun-20,New Mexico,Santa Fe,345 Camino Del Monte Sol,0,0,0,0,1,N/A
1712181,20-Jun-20,New Mexico,Las Cruces,Wingate Rd and Spruce Ave,0,0,0,0,0,N/A
1712170,20-Jun-20,New Mexico,Albuquerque,500 Spruce St SE,0,0,0,0,2,N/A
1708736,17-Jun-20,New Mexico,Santa Fe,3 Amanda Ln,0,0,0,0,1,N/A
1708742,16-Jun-20,New Mexico,Santa Fe,302 W De Vargas St,0,0,0,0,1,N/A
1706488,15-Jun-20,New Mexico,Albuquerque,2000 Mountain Rd NW,0,1,0,0,1,N/A
1919573,14-Jun-20,New Mexico,Shiprock,N/A,0,0,0,0,1,N/A
1704960,11-Jun-20,New Mexico,Clovis,W Grand Ave and Rencher St,0,0,0,0,0,N/A
1702096,10-Jun-20,New Mexico,Albuquerque,Central Ave SE and Grove St NE,0,1,0,0,0,N/A
1702090,9-Jun-20,New Mexico,Santa Fe,17715C US 84/285,0,0,0,1,1,N/A
1702487,8-Jun-20,New Mexico,Roswell,Main St and 2nd St,0,0,0,0,1,N/A
1700264,8-Jun-20,New Mexico,Las Cruces,900 block of Tornillo St,0,0,1,0,0,N/A
1759607,7-Jun-20,New Mexico,Artesia,N/A,0,1,0,0,0,N/A
1699845,7-Jun-20,New Mexico,Santa Fe,725 St Michaels Dr,0,0,0,1,0,N/A
1701253,6-Jun-20,New Mexico,Artesia,3204 W Main St,0,1,0,0,0,N/A
1698751,6-Jun-20,New Mexico,Albuquerque,7111 Acton Ct NW,1,0,0,0,0,N/A
1759588,5-Jun-20,New Mexico,Artesia,9th St and Clayton Ave,0,0,0,0,0,N/A
1697821,5-Jun-20,New Mexico,Albuquerque,1100 Coal Ave SE,0,1,0,0,1,N/A
1699505,5-Jun-20,New Mexico,Gallup,907 US-66,0,0,0,0,0,N/A
1697880,5-Jun-20,New Mexico,Las Cruces,2200 block of Alameda Blvd,0,1,0,0,0,N/A
1708727,4-Jun-20,New Mexico,Alamogordo,N/A,0,0,0,0,1,N/A
1958459,4-Jun-20,New Mexico,Carlsbad,N/A,0,0,0,0,1,N/A
1697461,4-Jun-20,New Mexico,Albuquerque,9800 block of Greenbrier Rd,0,0,0,1,0,N/A
1696850,3-Jun-20,New Mexico,Questa,Cabresto Rd,0,0,0,0,1,N/A
1696087,2-Jun-20,New Mexico,Aztec,N/A,0,0,0,0,1,N/A
1696277,2-Jun-20,New Mexico,Portales,1032 W 2nd St,0,1,0,0,1,N/A
1708719,2-Jun-20,New Mexico,Alamogordo,800 Block of San Juan Dr,0,0,0,1,0,N/A
1699882,2-Jun-20,New Mexico,Las Cruces,N Valley Dr and W Hadley Ave,0,0,0,0,1,N/A
1696015,2-Jun-20,New Mexico,Artesia,14 Crystal Dr,1,0,0,0,1,N/A
1695989,1-Jun-20,New Mexico,Roswell,1500 block of S Kansas Ave,0,0,0,0,1,N/A
1696848,1-Jun-20,New Mexico,Albuquerque,207 Old Coors Dr SW,0,0,0,0,1,N/A
1693967,1-Jun-20,New Mexico,Albuquerque,417 Central Ave,0,0,0,0,0,N/A
1693303,31-May-20,New Mexico,Albuquerque,801 Locust Place NE,0,0,0,0,1,N/A
1759583,28-May-20,New Mexico,Artesia,400 block of Cleveland Ave,0,1,0,0,0,N/A
1691180,28-May-20,New Mexico,Las Cruces,7500 block of Grouse Run Dr,0,2,0,0,2,N/A
1690695,28-May-20,New Mexico,Roswell,1200 S Main St,0,0,0,0,1,N/A
1691172,28-May-20,New Mexico,Clovis,600 block of Dawn Loop,1,0,0,0,0,N/A
1691413,28-May-20,New Mexico,Albuquerque,Central Ave SE and Wisconsin St SE,0,0,0,0,4,N/A
2101404,26-May-20,New Mexico,Tecolotito,N/A,0,1,0,0,1,N/A
1694577,26-May-20,New Mexico,Carlsbad,2200 block of W Church St,0,0,0,0,1,N/A
1690674,24-May-20,New Mexico,Albuquerque,1900 block of Desert Breeze SW,0,1,0,1,2,N/A
1687893,24-May-20,New Mexico,Albuquerque,5408 Phoenix Ave NE,0,0,0,0,1,N/A
1726764,23-May-20,New Mexico,Albuquerque,NM-165,1,0,0,0,0,N/A
1691876,22-May-20,New Mexico,Artesia,1505 W Main St,0,0,0,0,2,N/A
1686537,22-May-20,New Mexico,Las Cruces,529 Mulberry Ave,1,0,0,0,1,N/A
1687463,22-May-20,New Mexico,Roswell,300 block of E Jefferson St,1,1,0,0,1,N/A
1703519,21-May-20,New Mexico,Los Alamos,2000 block of 36th St,0,0,0,0,1,N/A
1686523,21-May-20,New Mexico,Albuquerque,401 2nd St NW,0,0,0,0,0,N/A
1685767,21-May-20,New Mexico,Roswell,5109 S Lea Ave,0,0,0,0,1,N/A
1684131,20-May-20,New Mexico,Roswell,100 block of W Wells St,0,1,0,0,0,N/A
1702533,20-May-20,New Mexico,Santa Fe,15-A NP 102 West,0,0,0,0,1,N/A
1683938,19-May-20,New Mexico,Chaparral,NM-404,0,0,0,0,1,N/A
1684112,18-May-20,New Mexico,Lovington,2620 E Ave D,0,0,0,1,0,N/A
1682275,17-May-20,New Mexico,Las Cruces,Hagerty Rd and Monte Vista Ave,1,0,0,0,0,N/A
1683968,17-May-20,New Mexico,Las Cruces,5000 block of Las Alturas Dr,0,0,0,0,2,N/A
1681389,16-May-20,New Mexico,Albuquerque,5600 Gibson Blvd SE,1,0,1,0,0,N/A
1680533,15-May-20,New Mexico,Albuquerque,2600 Graceland Dr NE,1,0,0,0,0,N/A
1680027,14-May-20,New Mexico,Albuquerque,820 Louisiana SE,0,5,0,0,1,N/A
1679453,12-May-20,New Mexico,Deming,701 W Spruce St,0,0,0,0,2,N/A
1684339,11-May-20,New Mexico,Santa Fe,N/A,0,0,0,0,0,N/A
1684121,10-May-20,New Mexico,Roswell,2900 block of Alhambra Dr,0,0,0,0,0,N/A
1677130,10-May-20,New Mexico,Roswell,2708 N Main St,1,0,0,0,0,N/A
1676695,9-May-20,New Mexico,Las Cruces,490 S Esperanza St,1,0,0,0,1,N/A
1680602,8-May-20,New Mexico,Santa Fe,3004 Cerrillos Rd,0,0,0,0,1,N/A
1675988,8-May-20,New Mexico,Albuquerque,N/A,0,0,0,0,1,N/A
1675315,6-May-20,New Mexico,Santa Fe,9 W Gutierrez,0,1,0,0,1,N/A
1675293,6-May-20,New Mexico,Las Cruces,2700 block of Dona Ana Rd,0,0,0,0,1,N/A
1673243,5-May-20,New Mexico,Albuquerque,1602 Coors Blvd NW,0,1,0,0,0,N/A
1704821,4-May-20,New Mexico,Santa Fe,2 Vista Del Monte,0,0,0,0,1,N/A
1671069,2-May-20,New Mexico,Albuquerque,400 block of General Somerville St NE,1,0,0,0,1,N/A
1694020,1-May-20,New Mexico,Waterflow,Rd 6893,0,1,0,0,1,N/A
1669332,30-Apr-20,New Mexico,Bloomfield,900 block of W Maple St,1,0,0,0,3,N/A
1682257,29-Apr-20,New Mexico,Tijeras,N/A,0,1,0,0,1,N/A
1680576,29-Apr-20,New Mexico,Kirtland,4220 US-64,0,0,0,1,0,N/A
1669343,29-Apr-20,New Mexico,Roswell,300 block of E Ballard St,1,0,0,0,1,N/A
1702499,27-Apr-20,New Mexico,Clovis,1700 block of E 17th St,0,0,0,0,1,N/A
1667927,27-Apr-20,New Mexico,Chaparral,400 block of E El Paseo Dr,0,0,0,1,0,N/A
1673712,26-Apr-20,New Mexico,Albuquerque,Central Ave SE and Wyoming Blvd NE,0,0,0,0,0,N/A
1673764,26-Apr-20,New Mexico,Tucumcari,500 block of Laughlin Ave,0,0,0,0,1,N/A
1676056,24-Apr-20,New Mexico,Roswell,200 block of S Beech St,0,0,0,0,0,N/A
1678298,24-Apr-20,New Mexico,Ranchos De Taos,N/A,0,0,0,0,1,N/A
1666023,22-Apr-20,New Mexico,Hatch,Railroad Dr,0,0,0,0,1,N/A
1664071,22-Apr-20,New Mexico,Albuquerque,Central Ave SW and Unser Blvd,1,1,0,0,1,N/A
2010775,20-Apr-20,New Mexico,Malaga,N/A,1,0,0,0,0,N/A
1670079,19-Apr-20,New Mexico,Farmington,NM-516,0,0,0,0,1,N/A
1708768,18-Apr-20,New Mexico,Silver City,590-598 W State St,1,0,0,0,1,N/A
1665419,17-Apr-20,New Mexico,Anthony,200 block of Chert St,0,0,0,0,1,N/A
1772464,17-Apr-20,New Mexico,Las Cruces,5400 block of Amapola St,0,0,0,0,0,N/A
1660665,17-Apr-20,New Mexico,Las Cruces,900 block of E Madrid Ave,0,1,0,0,1,N/A
1658264,13-Apr-20,New Mexico,Albuquerque,9300 block of Volcano Rd NW,1,0,0,0,0,N/A
1659353,13-Apr-20,New Mexico,Taos,400 Camino De La Placita,0,0,0,0,1,N/A
1658008,13-Apr-20,New Mexico,Roswell,1106 S Virginia Ave,0,0,0,0,1,N/A
1657864,13-Apr-20,New Mexico,Albuquerque,600 block of Virginia St NE,0,1,0,0,0,N/A
1657804,12-Apr-20,New Mexico,Los Lunas,Tavalopa Rd and Entrada Aragon Rd,0,0,1,1,0,N/A
1659373,11-Apr-20,New Mexico,Santa Fe,4851 Paseo del Sol,0,0,0,0,1,N/A
1659766,11-Apr-20,New Mexico,Artesia,N/A,0,1,0,0,3,N/A
1665227,10-Apr-20,New Mexico,Espanola,N/A,0,0,0,0,1,N/A
1656346,7-Apr-20,New Mexico,Las Vegas,N/A,0,0,0,0,1,N/A
1654429,7-Apr-20,New Mexico,Albuquerque,3300 block of Delamar Ave NE,0,1,0,0,0,N/A
1655546,6-Apr-20,New Mexico,Roswell,1300 block of S Missouri Ave,0,2,0,0,0,N/A
1655369,6-Apr-20,New Mexico,Las Cruces,1100 block of Castile Ct,0,0,0,0,1,N/A
1653284,6-Apr-20,New Mexico,Albuquerque,9515 Candelaria Rd NE,0,2,0,0,0,N/A
1659313,5-Apr-20,New Mexico,Kewa Pueblo,NM-22,0,1,0,1,1,N/A
1652235,4-Apr-20,New Mexico,Las Cruces,1500 block of E Missouri Ave,0,1,0,0,0,N/A
1655535,4-Apr-20,New Mexico,Kirtland,Co Rd 6100,0,1,0,1,0,N/A
1656215,4-Apr-20,New Mexico,Deming,600 block of Santa Monica St,0,1,0,1,1,N/A
1651449,2-Apr-20,New Mexico,Albuquerque,Shooting Star St NW,0,1,0,1,1,N/A
1655367,2-Apr-20,New Mexico,Bloomfield,N/A,0,0,0,0,1,N/A
1650843,1-Apr-20,New Mexico,Clovis,Sparrow Ct,0,0,0,0,0,N/A
1649760,1-Apr-20,New Mexico,Santa Fe,2900 block of Rodeo Park Dr E,0,1,0,0,0,N/A
1651467,1-Apr-20,New Mexico,Albuquerque,1500 Gold Ave SE,1,0,0,0,2,N/A
1651479,1-Apr-20,New Mexico,Carlsbad,US-285,0,0,1,0,2,N/A
1651526,31-Mar-20,New Mexico,Santa Fe,725 St Michaels Dr,0,0,0,0,0,N/A
1649469,31-Mar-20,New Mexico,Albuquerque,Central Ave SE and Pennsylvania St SE,0,1,0,0,0,N/A
1648384,30-Mar-20,New Mexico,Albuquerque,900 block of Edith Blvd SE,0,0,1,0,0,N/A
1652542,29-Mar-20,New Mexico,Roswell,N Kansas Ave and W 13th St,0,0,0,0,1,N/A
1651516,29-Mar-20,New Mexico,La Plata,CR-1639,1,0,0,0,1,N/A
1648820,29-Mar-20,New Mexico,Laguna (Tohajiilee),N/A,1,0,0,0,1,N/A
1648623,27-Mar-20,New Mexico,Artesia,2000 block of N Pine,0,0,0,0,1,N/A
1646970,26-Mar-20,New Mexico,Albuquerque,3rd St and Central Ave,0,0,0,0,1,N/A
1647243,26-Mar-20,New Mexico,Albuquerque,Los Volcanes Rd NW and Coors Blvd NW,0,0,0,0,2,N/A
1646097,25-Mar-20,New Mexico,Silver City,NM-90 and N Daniels St,0,1,0,0,1,N/A
1654800,25-Mar-20,New Mexico,Farmington,1800 block of Finch Ave,0,0,0,0,1,N/A
1644236,22-Mar-20,New Mexico,Tome,1800 block of NM-47,0,0,1,0,1,N/A
1645430,22-Mar-20,New Mexico,Hobbs,College St and Grimes St,1,0,0,0,1,N/A
1643409,21-Mar-20,New Mexico,Clovis,1400 block of Hickory St,1,0,0,0,0,N/A
1644201,21-Mar-20,New Mexico,Carlsbad,727 Carlsbad Caverns Hwy,0,0,1,0,0,N/A
1642266,19-Mar-20,New Mexico,Albuquerque,2000 Wyoming Blvd SE,0,0,0,0,1,N/A
1642768,19-Mar-20,New Mexico,Albuquerque,300 Rhode Island St NE,1,0,0,0,1,N/A
1645787,19-Mar-20,New Mexico,Las Cruces,950 S Walnut St,0,0,0,0,0,N/A
1642115,18-Mar-20,New Mexico,Albuquerque,2100 Louisiana Blvd NE,0,0,1,0,0,N/A
